"Grad Year,Course,Type,Year",,
"2021,Advanced Algebra,term grade,2017 - 2018",,
"2021,Advanced Algebra,regular grade,2017 - 2",18,
"2020,Algebra I,term grade,2016 - 2017",,
"2020,Algebra I,term grade,2016 - 2017",,
"2020,Algebra I,term grade,2016 - 2017",,
"2020,Algebra I,regular grade,2016 - 2017",,
"2020,Geometry,term grade,2017 - 2018",,
"2020,Geometry,term grade,2017 - 2018",,
"2020,Geometry,term grade,2017 - 2018",,
"2020,Geometry,regular grade,2017 - 2018",,
"2016,Advanced Algebra,term grade,2012 - 2013",,
"2016,Advanced Algebra,term grade,2012 - 2013",,
"2016,Advanced Algebra,term grade,2012 - 2013",,
"2016,Advanced Algebra,regular grade,2012 - 2",13,
"2016,Advanced Calculus,term grade,2014 - 201",5,
"2016,Advanced Calculus,term grade,2014 - 201",5,
"2016,Math Analysis,term grade,2013 - 2014",,
"2016,Math Analysis,term grade,2013 - 2014",,
"2016,Math Analysis,term grade,2013 - 2014",,
"2016,Math Analysis,regular grade,2013 - 2014",,
"2016,Multivariable Calculus,term grade,2015",-2,16
"2016,Multivariable Calculus,term grade,2015",-2,16
",Geometry,term grade,2013 - 2014",,
",Geometry,term grade,2013 - 2014",,
",Geometry,term grade,2013 - 2014",,
",Geometry,regular grade,2013 - 2014",,
"2013,Advanced Algebra,final term grade,2010",-2,11
"2013,Advanced Algebra,final term grade,2010",-2,11
"2013,Advanced Algebra,final term grade,2010",-2,11
"2013,Advanced Algebra,final course grade,201",0,2011
"2013,Advanced Statistics,term grade,2012 - 2",13,
"2013,Advanced Statistics,term grade,2012 - 2",13,
"2013,Advanced Statistics,term grade,2012 - 2",13,
"2013,Advanced Statistics,regular grade,2012",-2,13
"2013,Geometry,final term grade,2009 - 2010",,
"2013,Geometry,final course grade,2009 - 2010",,
"2013,Geometry,final term grade,2009 - 2010",,
"2013,Geometry,final term grade,2009 - 2010",,
"2013,Math Analysis,final term grade,2011 - 2",12,
"2013,Math Analysis,final term grade,2011 - 2",12,
"2013,Math Analysis,final term grade,2011 - 2",12,
"2013,Math Analysis,final course grade,2011 -",20,12
"2012,Advanced Algebra,final term grade,2009",-2,10
"2012,Advanced Algebra,final term grade,2009",-2,10
"2012,Advanced Algebra,final course grade,200",-9,2010
"2012,Advanced Algebra,final term grade,2009",-2,10
"2012,Advanced Statistics,final term grade,20",11,-2012
"2012,Advanced Statistics,final term grade,20",11,-2012
"2012,Advanced Statistics,final term grade,20",11,-2012
"2012,Advanced Statistics,final course grade,",201,Jan-12
"2012,Precalculus Topics,final course grade,2",10,-2011
"2012,Probabilty & Statistics,final course gr",ade,",2010 - 2011"
"2012,Trigonometry & Functions,final course g",rad,"e,2010 - 2011"
"2010,Advanced Statistics,final term grade,20",9,-2010
"2010,Advanced Statistics,final term grade,20",9,-2010
"2011,Introductory Calculus,final term grade,",201,0 - 2011
"2011,Introductory Calculus,final term grade,",201,0 - 2011
"2011,Math Analysis,final term grade,2009 - 2",10,
"2011,Math Analysis,final term grade,2009 - 2",10,
"2011,Math Analysis,final course grade,2009 -",20,10
"2011,Math Analysis,final term grade,2009 - 2",10,
"2018,Advanced Algebra,term grade,2014 - 2015",,
"2018,Advanced Algebra,term grade,2014 - 2015",,
"2018,Advanced Algebra,term grade,2014 - 2015",,
"2018,Advanced Algebra,regular grade,2014 - 2",15,
"2018,Functions/Instantaneous Rates,term grad","e,2",015 - 2016
"2018,Introductory Calculus,term grade,2017 -",20,18
"2018,Introductory Calculus,term grade,2017 -",20,18
"2018,Introductory Calculus,term grade,2017 -",20,18
"2018,Introductory Calculus,regular grade,201",-7,2018
"2018,Math Analysis,term grade,2016 - 2017",,
"2018,Math Analysis,term grade,2016 - 2017",,
"2018,Math Analysis,regular grade,2016 - 2017",,
"2018,Math Analysis,term grade,2016 - 2017",,
"2018,Probability & Statistics,term grade,201",-5,2016
"2018,Trigonometry & Functions,term grade,201",-5,2016
",Advanced Algebra,term grade,2012 - 2013",,
",Advanced Algebra,term grade,2012 - 2013",,
",Advanced Algebra,term grade,2012 - 2013",,
",Advanced Algebra,regular grade,2012 - 2013",,
",Geometry,final term grade,2011 - 2012",,
",Geometry,final term grade,2011 - 2012",,
",Geometry,final term grade,2011 - 2012",,
",Geometry,final course grade,2011 - 2012",,
",Advanced Calculus,term grade,2012 - 2013",,
",Advanced Calculus,term grade,2012 - 2013",,
",Advanced Calculus,term grade,2012 - 2013",,
",Advanced Calculus,regular grade,2012 - 2013",,
",Advanced Statistics,term grade,2012 - 2013",,
",Advanced Statistics,term grade,2012 - 2013",,
",Advanced Statistics,term grade,2012 - 2013",,
",Advanced Statistics,regular grade,2012 - 20",13,
",Math Analysis,final term grade,2011 - 2012",,
",Math Analysis,final term grade,2011 - 2012",,
",Math Analysis,final course grade,2011 - 201",2,
",Math Analysis,final term grade,2011 - 2012",,
"2011,Advanced Statistics,final term grade,20",10,-2011
"2011,Advanced Statistics,final term grade,20",10,-2011
"2011,Advanced Statistics,final term grade,20",10,-2011
"2011,Advanced Statistics,final course grade,",201,0 - 2011
"2011,Precalculus Topics,final course grade,2",9,-2010
"2011,Probabilty & Statistics,final course gr",ade,",2009 - 2010"
"2011,Trigonometry & Functions,final course g",rad,"e,2009 - 2010"
"2012,Advanced Algebra,final term grade,2010",-2,11
"2012,Advanced Algebra,final term grade,2010",-2,11
"2012,Geometry,final term grade,2009 - 2010",,
"2012,Geometry,final term grade,2009 - 2010",,
"2012,Geometry,final course grade,2009 - 2010",,
"2012,Geometry,final term grade,2009 - 2010",,
"2012,Precalculus Topics,final course grade,2",11,-2012
"2012,Probabilty & Statistics,final course gr",ade,",2011 - 2012"
"2012,Trigonometry & Functions,final course g",rad,"e,2011 - 2012"
"2020,Advanced Algebra,term grade,2016 - 2017",,
"2020,Advanced Algebra,term grade,2016 - 2017",,
"2020,Advanced Algebra,term grade,2016 - 2017",,
"2020,Advanced Algebra,regular grade,2016 - 2",17,
"2020,Math Analysis,term grade,2017 - 2018",,
"2020,Math Analysis,term grade,2017 - 2018",,
"2020,Math Analysis,term grade,2017 - 2018",,
"2020,Math Analysis,regular grade,2017 - 2018",,
"2021,Advanced Algebra,term grade,2017 - 2018",,
"2021,Advanced Algebra,term grade,2017 - 2018",,
"2021,Advanced Algebra,term grade,2017 - 2018",,
"2021,Advanced Algebra,regular grade,2017 - 2",18,
"2016,Advanced Algebra,term grade,2013 - 2014",,
"2016,Advanced Algebra,term grade,2013 - 2014",,
"2016,Advanced Algebra,term grade,2013 - 2014",,
"2016,Advanced Algebra,regular grade,2013 - 2",14,
"2016,Geometry,term grade,2012 - 2013",,
"2016,Geometry,term grade,2012 - 2013",,
"2016,Geometry,term grade,2012 - 2013",,
"2016,Geometry,regular grade,2012 - 2013",,
"2016,Introductory Calculus,term grade,2015 -",20,16
"2016,Introductory Calculus,term grade,2015 -",20,16
"2016,Introductory Calculus,regular grade,201",-5,2016
"2016,Introductory Calculus,term grade,2015 -",20,16
"2016,Math Analysis,term grade,2014 - 2015",,
"2016,Math Analysis,term grade,2014 - 2015",,
"2016,Math Analysis,regular grade,2014 - 2015",,
"2016,Math Analysis,term grade,2014 - 2015",,
"2012,Advanced Calculus,final term grade,2011",-,2012
"2012,Advanced Calculus,final term grade,2011",-,2012
"2012,Advanced Calculus,final term grade,2011",-,2012
"2012,Advanced Calculus,final course grade,20",11,-2012
"2012,Introductory Calculus,final term grade,",201,0 - 2011
"2012,Introductory Calculus,final term grade,",201,0 - 2011
"2012,Introductory Calculus,final term grade,",201,0 - 2011
"2012,Introductory Calculus,final course grad","e,2",010 - 2011
"2012,Math Analysis,final term grade,2009 - 2",10,
"2012,Math Analysis,final term grade,2009 - 2",10,
"2012,Math Analysis,final term grade,2009 - 2",10,
"2012,Math Analysis,final course grade,2009 -",20,10
"2021,Algebra I,term grade,2017 - 2018",,
"2021,Algebra I,term grade,2017 - 2018",,
"2021,Algebra I,term grade,2017 - 2018",,
"2021,Algebra I,regular grade,2017 - 2018",,
"2017,Advanced Algebra,term grade,2014 - 2015",,
"2017,Advanced Algebra,term grade,2014 - 2015",,
"2017,Advanced Algebra,term grade,2014 - 2015",,
"2017,Advanced Algebra,regular grade,2014 - 2",15,
"2017,Advanced Statistics,term grade,2016 - 2",17,
"2017,Advanced Statistics,term grade,2016 - 2",17,
"2017,Advanced Statistics,term grade,2016 - 2",17,
"2017,Advanced Statistics,regular grade,2016",-2,17
"2017,Geometry,term grade,2013 - 2014",,
"2017,Geometry,term grade,2013 - 2014",,
"2017,Geometry,term grade,2013 - 2014",,
"2017,Geometry,regular grade,2013 - 2014",,
"2017,Math Analysis,term grade,2015 - 2016",,
"2017,Math Analysis,term grade,2015 - 2016",,
"2017,Math Analysis,regular grade,2015 - 2016",,
"2017,Math Analysis,term grade,2015 - 2016",,
"2013,Advanced Algebra,final term grade,2010",-2,11
"2013,Advanced Algebra,final term grade,2010",-2,11
"2013,Advanced Algebra,final course grade,201",0,2011
"2013,Advanced Algebra,final term grade,2010",-2,11
"2013,Geometry,final term grade,2009 - 2010",,
"2013,Geometry,final course grade,2009 - 2010",,
"2013,Geometry,final term grade,2009 - 2010",,
"2013,Geometry,final term grade,2009 - 2010",,
"2013,Introductory Calculus,term grade,2012 -",20,13
"2013,Introductory Calculus,term grade,2012 -",20,13
"2013,Introductory Calculus,term grade,2012 -",20,13
"2013,Introductory Calculus,regular grade,201",-2,2013
"2013,Math Analysis,final term grade,2011 - 2",12,
"2013,Math Analysis,final term grade,2011 - 2",12,
"2013,Math Analysis,final term grade,2011 - 2",12,
"2013,Math Analysis,final course grade,2011 -",20,12
",Advanced Algebra,final term grade,2009 - 20",10,
",Advanced Algebra,final term grade,2009 - 20",10,
",Advanced Algebra,final term grade,2009 - 20",10,
",Advanced Algebra,final course grade,2009 -",201,0
"2013,Advanced Algebra,final term grade,2010",-2,11
"2013,Advanced Algebra,final term grade,2010",-2,11
"2013,Advanced Algebra,final term grade,2010",-2,11
"2013,Advanced Algebra,final course grade,201",0,2011
"2013,Advanced Statistics,term grade,2012 - 2",13,
"2013,Advanced Statistics,term grade,2012 - 2",13,
"2013,Advanced Statistics,term grade,2012 - 2",13,
"2013,Advanced Statistics,regular grade,2012",-2,13
"2013,Geometry,final term grade,2009 - 2010",,
"2013,Geometry,final course grade,2009 - 2010",,
"2013,Geometry,final term grade,2009 - 2010",,
"2013,Geometry,final term grade,2009 - 2010",,
"2013,Precalculus Topics,final course grade,2",11,-2012
"2013,Probabilty & Statistics,final course gr",ade,",2011 - 2012"
"2013,Trigonometry & Functions,final course g",rad,"e,2011 - 2012"
"2020,Geometry,term grade,2016 - 2017",,
"2020,Geometry,term grade,2016 - 2017",,
"2020,Geometry,regular grade,2016 - 2017",,
"2020,Geometry,term grade,2016 - 2017",,
"2020,Math Analysis,term grade,2017 - 2018",,
"2020,Math Analysis,term grade,2017 - 2018",,
"2020,Math Analysis,term grade,2017 - 2018",,
"2020,Math Analysis,regular grade,2017 - 2018",,
"2012,Advanced Algebra,final term grade,2010",-2,11
"2012,Advanced Algebra,final course grade,201",0,2011
"2012,Advanced Algebra,final term grade,2010",-2,11
"2012,Advanced Algebra,final term grade,2010",-2,11
"2012,Geometry,final term grade,2009 - 2010",,
"2012,Geometry,final term grade,2009 - 2010",,
"2012,Geometry,final term grade,2009 - 2010",,
"2012,Geometry,final course grade,2009 - 2010",,
"2012,Math Analysis,final term grade,2011 - 2",12,
"2012,Math Analysis,final term grade,2011 - 2",12,
"2012,Math Analysis,final term grade,2011 - 2",12,
"2012,Math Analysis,final course grade,2011 -",20,12
",Advanced Algebra,term grade,2014 - 2015",,
",Advanced Algebra,term grade,2014 - 2015",,
",Advanced Algebra,term grade,2014 - 2015",,
",Advanced Algebra,regular grade,2014 - 2015",,
",Math Analysis,term grade,2015 - 2016",,
",Math Analysis,term grade,2015 - 2016",,
",Math Analysis,regular grade,2015 - 2016",,
",Math Analysis,term grade,2015 - 2016",,
"2017,Advanced Algebra,term grade,2014 - 2015",,
"2017,Advanced Algebra,term grade,2014 - 2015",,
"2017,Advanced Calculus,term grade,2016 - 201",7,
"2017,Advanced Calculus,term grade,2016 - 201",7,
"2017,Advanced Calculus,regular grade,2016 -",201,7
"2017,Advanced Calculus,term grade,2016 - 201",7,
"2017,Geometry,term grade,2013 - 2014",,
"2017,Geometry,term grade,2013 - 2014",,
"2017,Geometry,term grade,2013 - 2014",,
"2017,Geometry,regular grade,2013 - 2014",,
"2017,Math Analysis,term grade,2015 - 2016",,
"2017,Math Analysis,term grade,2015 - 2016",,
"2017,Math Analysis,regular grade,2015 - 2016",,
"2017,Math Analysis,term grade,2015 - 2016",,
"2020,Advanced Algebra,term grade,2017 - 2018",,
"2020,Advanced Algebra,term grade,2017 - 2018",,
"2020,Advanced Algebra,term grade,2017 - 2018",,
"2020,Advanced Algebra,regular grade,2017 - 2",18,
"2020,Geometry,term grade,2016 - 2017",,
"2020,Geometry,regular grade,2016 - 2017",,
"2020,Geometry,term grade,2016 - 2017",,
"2020,Geometry,term grade,2016 - 2017",,
"2011,Advanced Statistics,final term grade,20",10,-2011
"2011,Advanced Statistics,final term grade,20",10,-2011
"2011,Advanced Statistics,final course grade,",201,0 - 2011
"2011,Advanced Statistics,final term grade,20",10,-2011
"2011,Precalculus Topics,final course grade,2",9,-2010
"2011,Probabilty & Statistics,final course gr",ade,",2009 - 2010"
"2011,Trigonometry & Functions,final course g",rad,"e,2009 - 2010"
"2012,Advanced Algebra,final term grade,2009",-2,10
"2012,Advanced Algebra,final term grade,2009",-2,10
"2012,Advanced Algebra,final term grade,2009",-2,10
"2012,Advanced Algebra,final course grade,200",-9,2010
"2012,Introductory Calculus,final term grade,",201,Jan-12
"2012,Introductory Calculus,final term grade,",201,Jan-12
"2012,Introductory Calculus,final term grade,",201,Jan-12
"2012,Math Analysis,final term grade,2010 - 2",11,
"2012,Math Analysis,final term grade,2010 - 2",11,
"2012,Math Analysis,final course grade,2010 -",20,11
"2012,Math Analysis,final term grade,2010 - 2",11,
"2018,Advanced Algebra,term grade,2015 - 2016",,
"2018,Advanced Algebra,term grade,2015 - 2016",,
"2018,Advanced Algebra,term grade,2015 - 2016",,
"2018,Advanced Algebra,regular grade,2015 - 2",16,
"2018,Advanced Statistics,term grade,2017 - 2",18,
"2018,Advanced Statistics,term grade,2017 - 2",18,
"2018,Geometry,term grade,2014 - 2015",,
"2018,Geometry,term grade,2014 - 2015",,
"2018,Geometry,term grade,2014 - 2015",,
"2018,Geometry,regular grade,2014 - 2015",,
"2018,Math Analysis,term grade,2016 - 2017",,
"2018,Math Analysis,term grade,2016 - 2017",,
"2018,Math Analysis,regular grade,2016 - 2017",,
"2018,Math Analysis,term grade,2016 - 2017",,
"2016,Advanced Calculus,term grade,2015 - 201",6,
"2016,Advanced Calculus,term grade,2015 - 201",6,
"2016,Advanced Calculus,regular grade,2015 -",201,6
"2016,Advanced Calculus,term grade,2015 - 201",6,
"2016,Advanced Programming Techniques,term gr",ade,",2015 - 2016"
"2016,Geometry,term grade,2012 - 2013",,
"2016,Geometry,term grade,2012 - 2013",,
"2016,Geometry,term grade,2012 - 2013",,
"2016,Geometry,regular grade,2012 - 2013",,
"2016,Introduction to Programming,term grade,",201,Apr-15
"2016,Introductory Calculus,term grade,2014 -",20,15
"2016,Introductory Calculus,term grade,2014 -",20,15
"2016,Introductory Calculus,regular grade,201",-4,2015
"2016,Introductory Calculus,term grade,2014 -",20,15
"2016,Math Analysis,term grade,2013 - 2014",,
"2016,Math Analysis,term grade,2013 - 2014",,
"2016,Math Analysis,term grade,2013 - 2014",,
"2016,Math Analysis,regular grade,2013 - 2014",,
"2016,Statistical Theory/Applications,term gr",ade,",2015 - 2016"
"2016,Statistical Theory/Applications,term gr",ade,",2015 - 2016"
"2016,Statistical Theory/Applications,regular",gr,"ade,2015 - 2016"
"2016,Statistical Theory/Applications,term gr",ade,",2015 - 2016"
"2015,Advanced Algebra,term grade,2013 - 2014",,
"2015,Advanced Algebra,term grade,2013 - 2014",,
"2015,Advanced Algebra,term grade,2013 - 2014",,
"2015,Advanced Algebra,regular grade,2013 - 2",14,
"2015,Advanced Statistics,term grade,2014 - 2",15,
"2015,Advanced Statistics,term grade,2014 - 2",15,
"2015,Advanced Statistics,term grade,2014 - 2",15,
"2015,Advanced Statistics,regular grade,2014",-2,15
"2015,Algebra I,final term grade,2011 - 2012",,
"2015,Algebra I,final term grade,2011 - 2012",,
"2015,Algebra I,final term grade,2011 - 2012",,
"2015,Algebra I,final course grade,2011 - 201",2,
"2015,Geometry,term grade,2012 - 2013",,
"2015,Geometry,term grade,2012 - 2013",,
"2015,Geometry,term grade,2012 - 2013",,
"2015,Geometry,regular grade,2012 - 2013",,
"2020,Advanced Algebra,term grade,2017 - 2018",,
"2020,Advanced Algebra,term grade,2017 - 2018",,
"2020,Advanced Algebra,term grade,2017 - 2018",,
"2020,Advanced Algebra,regular grade,2017 - 2",18,
"2020,Geometry,term grade,2016 - 2017",,
"2020,Geometry,term grade,2016 - 2017",,
"2020,Geometry,term grade,2016 - 2017",,
"2020,Geometry,regular grade,2016 - 2017",,
"2011,Advanced Statistics,final term grade,20",10,-2011
"2011,Advanced Statistics,final term grade,20",10,-2011
"2011,Advanced Statistics,final term grade,20",10,-2011
"2011,Advanced Statistics,final course grade,",201,0 - 2011
"2011,Math Analysis,final term grade,2009 - 2",10,
"2011,Math Analysis,final term grade,2009 - 2",10,
"2011,Math Analysis,final course grade,2009 -",20,10
"2011,Math Analysis,final term grade,2009 - 2",10,
"2018,Advanced Algebra,term grade,2015 - 2016",,
"2018,Advanced Algebra,term grade,2015 - 2016",,
"2018,Advanced Algebra,regular grade,2015 - 2",16,
"2018,Advanced Algebra,term grade,2015 - 2016",,
"2018,Advanced Calculus,term grade,2017 - 201",8,
"2018,Advanced Calculus,term grade,2017 - 201",8,
"2018,Advanced Calculus,term grade,2017 - 201",8,
"2018,Advanced Calculus,regular grade,2017 -",201,8
"2018,Geometry,term grade,2014 - 2015",,
"2018,Geometry,term grade,2014 - 2015",,
"2018,Geometry,term grade,2014 - 2015",,
"2018,Geometry,regular grade,2014 - 2015",,
"2018,Math Analysis,term grade,2016 - 2017",,
"2018,Math Analysis,term grade,2016 - 2017",,
"2018,Math Analysis,regular grade,2016 - 2017",,
"2018,Math Analysis,term grade,2016 - 2017",,
"2018,STEM Tutor,term grade,2017 - 2018",,
"2018,STEM Tutor,term grade,2017 - 2018",,
"2019,Advanced Algebra,term grade,2016 - 2017",,
"2019,Advanced Algebra,term grade,2016 - 2017",,
"2019,Advanced Algebra,term grade,2016 - 2017",,
"2019,Functions/Instantaneous Rates,term grad","e,2",017 - 2018
